,sentence1,sentence2,score,label,label_name,emoji_list,shuffled_sentence2,shuffled_emoji_list,num_emojis,is_repeating_emojis
1079,common land,[EM]face with thermometer[EM]man[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':man:']",[EM]man[EM]face with thermometer[EM],"[':man:', ':face_with_thermometer:']",2,False
1080,common land,[EM]face with thermometer[EM]sad but relieved face[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sad_but_relieved_face:']",[EM]sad but relieved face[EM]face with thermometer[EM],"[':sad_but_relieved_face:', ':face_with_thermometer:']",2,False
1081,common land,[EM]face with thermometer[EM]video game[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':video_game:']",[EM]video game[EM]face with thermometer[EM],"[':video_game:', ':face_with_thermometer:']",2,False
1082,common land,[EM]couple with heart woman man dark skin tone[EM]woman construction worker[EM],0.05,3,randneg_text,"[':couple_with_heart_woman_man_dark_skin_tone:', ':woman_construction_worker:']",[EM]woman construction worker[EM]couple with heart woman man dark skin tone[EM],"[':woman_construction_worker:', ':couple_with_heart_woman_man_dark_skin_tone:']",2,False
1083,common nuisance,[EM]face with symbols on mouth[EM],1.0,0,emoji_annotations_text,[':face_with_symbols_on_mouth:'],[EM]face with symbols on mouth[EM],[':face_with_symbols_on_mouth:'],1,False
1084,common nuisance,[EM]unamused face[EM]unamused face[EM],1.0,0,emoji_annotations_text,"[':unamused_face:', ':unamused_face:']",[EM]unamused face[EM]unamused face[EM],"[':unamused_face:', ':unamused_face:']",2,True
1085,common nuisance,[EM]busts in silhouette[EM]weary face[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':weary_face:']",[EM]weary face[EM]busts in silhouette[EM],"[':weary_face:', ':busts_in_silhouette:']",2,False
1086,common nuisance,[EM]face with thermometer[EM]face with head-bandage[EM],1.0,0,emoji_annotations_text,"[':face_with_thermometer:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]face with thermometer[EM],"[':face_with_head-bandage:', ':face_with_thermometer:']",2,False
1087,common nuisance,[EM]palms up together[EM]man gesturing NO[EM],1.0,0,emoji_annotations_text,"[':palms_up_together:', ':man_gesturing_NO:']",[EM]man gesturing NO[EM]palms up together[EM],"[':man_gesturing_NO:', ':palms_up_together:']",2,False
1088,common nuisance,[EM]unamused face[EM]anger symbol[EM]man frowning[EM],1.0,0,emoji_annotations_text,"[':unamused_face:', ':anger_symbol:', ':man_frowning:']",[EM]anger symbol[EM]unamused face[EM]man frowning[EM],"[':anger_symbol:', ':unamused_face:', ':man_frowning:']",3,False
1089,common nuisance,[EM]busts in silhouette[EM]fly[EM]cockroach[EM]spider[EM]busts in silhouette[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':fly:', ':cockroach:', ':spider:', ':busts_in_silhouette:']",[EM]fly[EM]busts in silhouette[EM]cockroach[EM]spider[EM]busts in silhouette[EM],"[':fly:', ':busts_in_silhouette:', ':cockroach:', ':spider:', ':busts_in_silhouette:']",5,False
1090,common nuisance,[EM]squinting face with tongue[EM]squinting face with tongue[EM]counterclockwise arrows button[EM],1.0,0,emoji_annotations_text,"[':squinting_face_with_tongue:', ':squinting_face_with_tongue:', ':counterclockwise_arrows_button:']",[EM]squinting face with tongue[EM]squinting face with tongue[EM]counterclockwise arrows button[EM],"[':squinting_face_with_tongue:', ':squinting_face_with_tongue:', ':counterclockwise_arrows_button:']",3,False
1091,common nuisance,[EM]face with thermometer[EM]face with head-bandage[EM],0.5,1,baseline_text,"[':face_with_thermometer:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]face with thermometer[EM],"[':face_with_head-bandage:', ':face_with_thermometer:']",2,False
1092,common nuisance,[EM]face with thermometer[EM]chains[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':chains:']",[EM]chains[EM]face with thermometer[EM],"[':chains:', ':face_with_thermometer:']",2,False
1093,common nuisance,[EM]face with thermometer[EM]person shrugging[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':person_shrugging:']",[EM]person shrugging[EM]face with thermometer[EM],"[':person_shrugging:', ':face_with_thermometer:']",2,False
1094,common nuisance,[EM]face with thermometer[EM]tractor[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':tractor:']",[EM]tractor[EM]face with thermometer[EM],"[':tractor:', ':face_with_thermometer:']",2,False
1095,common nuisance,[EM]face with thermometer[EM]sailboat[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sailboat:']",[EM]sailboat[EM]face with thermometer[EM],"[':sailboat:', ':face_with_thermometer:']",2,False
1096,common nuisance,[EM]face with thermometer[EM]dove[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':dove:']",[EM]dove[EM]face with thermometer[EM],"[':dove:', ':face_with_thermometer:']",2,False
1097,common nuisance,[EM]face with thermometer[EM]man[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':man:']",[EM]man[EM]face with thermometer[EM],"[':man:', ':face_with_thermometer:']",2,False
1098,common nuisance,[EM]face with thermometer[EM]sad but relieved face[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sad_but_relieved_face:']",[EM]sad but relieved face[EM]face with thermometer[EM],"[':sad_but_relieved_face:', ':face_with_thermometer:']",2,False
1099,common nuisance,[EM]face with thermometer[EM]video game[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':video_game:']",[EM]video game[EM]face with thermometer[EM],"[':video_game:', ':face_with_thermometer:']",2,False
1100,common nuisance,[EM]couple with heart woman man light skin tone medium-light skin tone[EM]men holding hands medium-light skin tone light skin tone[EM],0.05,3,randneg_text,"[':couple_with_heart_woman_man_light_skin_tone_medium-light_skin_tone:', ':men_holding_hands_medium-light_skin_tone_light_skin_tone:']",[EM]men holding hands medium-light skin tone light skin tone[EM]couple with heart woman man light skin tone medium-light skin tone[EM],"[':men_holding_hands_medium-light_skin_tone_light_skin_tone:', ':couple_with_heart_woman_man_light_skin_tone_medium-light_skin_tone:']",2,False
1101,common sailor,[EM]sailboat[EM]man light skin tone[EM]anchor[EM],1.0,0,emoji_annotations_text,"[':sailboat:', ':man_light_skin_tone:', ':anchor:']",[EM]man light skin tone[EM]sailboat[EM]anchor[EM],"[':man_light_skin_tone:', ':sailboat:', ':anchor:']",3,False
1102,common sailor,[EM]ship[EM]anchor[EM]men holding hands[EM],1.0,0,emoji_annotations_text,"[':ship:', ':anchor:', ':men_holding_hands:']",[EM]anchor[EM]ship[EM]men holding hands[EM],"[':anchor:', ':ship:', ':men_holding_hands:']",3,False
1103,common sailor,[EM]busts in silhouette[EM]man blond hair[EM]sailboat[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':man_blond_hair:', ':sailboat:']",[EM]man blond hair[EM]busts in silhouette[EM]sailboat[EM],"[':man_blond_hair:', ':busts_in_silhouette:', ':sailboat:']",3,False
1104,common sailor,[EM]play button[EM]sailboat[EM],1.0,0,emoji_annotations_text,"[':play_button:', ':sailboat:']",[EM]sailboat[EM]play button[EM],"[':sailboat:', ':play_button:']",2,False
1105,common sailor,[EM]palms up together[EM]sailboat[EM]man[EM],1.0,0,emoji_annotations_text,"[':palms_up_together:', ':sailboat:', ':man:']",[EM]sailboat[EM]palms up together[EM]man[EM],"[':sailboat:', ':palms_up_together:', ':man:']",3,False
1106,common sailor,[EM]speedboat[EM]boy[EM],1.0,0,emoji_annotations_text,"[':speedboat:', ':boy:']",[EM]boy[EM]speedboat[EM],"[':boy:', ':speedboat:']",2,False
1107,common sailor,[EM]man pilot[EM]anchor[EM],1.0,0,emoji_annotations_text,"[':man_pilot:', ':anchor:']",[EM]anchor[EM]man pilot[EM],"[':anchor:', ':man_pilot:']",2,False
1108,common sailor,[EM]pilot[EM]speedboat[EM],1.0,0,emoji_annotations_text,"[':pilot:', ':speedboat:']",[EM]speedboat[EM]pilot[EM],"[':speedboat:', ':pilot:']",2,False
1109,common sailor,[EM]face with thermometer[EM]sailboat[EM],0.5,1,baseline_text,"[':face_with_thermometer:', ':sailboat:']",[EM]sailboat[EM]face with thermometer[EM],"[':sailboat:', ':face_with_thermometer:']",2,False
1110,common sailor,[EM]face with thermometer[EM]chains[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':chains:']",[EM]chains[EM]face with thermometer[EM],"[':chains:', ':face_with_thermometer:']",2,False
1111,common sailor,[EM]face with thermometer[EM]person shrugging[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':person_shrugging:']",[EM]person shrugging[EM]face with thermometer[EM],"[':person_shrugging:', ':face_with_thermometer:']",2,False
1112,common sailor,[EM]face with thermometer[EM]tractor[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':tractor:']",[EM]tractor[EM]face with thermometer[EM],"[':tractor:', ':face_with_thermometer:']",2,False
1113,common sailor,[EM]face with thermometer[EM]face with head-bandage[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]face with thermometer[EM],"[':face_with_head-bandage:', ':face_with_thermometer:']",2,False
1114,common sailor,[EM]face with thermometer[EM]dove[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':dove:']",[EM]dove[EM]face with thermometer[EM],"[':dove:', ':face_with_thermometer:']",2,False
1115,common sailor,[EM]face with thermometer[EM]man[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':man:']",[EM]man[EM]face with thermometer[EM],"[':man:', ':face_with_thermometer:']",2,False
1116,common sailor,[EM]face with thermometer[EM]sad but relieved face[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sad_but_relieved_face:']",[EM]sad but relieved face[EM]face with thermometer[EM],"[':sad_but_relieved_face:', ':face_with_thermometer:']",2,False
1117,common sailor,[EM]face with thermometer[EM]video game[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':video_game:']",[EM]video game[EM]face with thermometer[EM],"[':video_game:', ':face_with_thermometer:']",2,False
1118,common sailor,[EM]woman bouncing ball medium skin tone[EM]left-facing fist[EM],0.05,3,randneg_text,"[':woman_bouncing_ball_medium_skin_tone:', ':left-facing_fist:']",[EM]left-facing fist[EM]woman bouncing ball medium skin tone[EM],"[':left-facing_fist:', ':woman_bouncing_ball_medium_skin_tone:']",2,False
1119,common housefly,[EM]fly[EM],1.0,0,emoji_annotations_text,[':fly:'],[EM]fly[EM],[':fly:'],1,False
1120,common housefly,[EM]fly[EM]neutral face[EM],1.0,0,emoji_annotations_text,"[':fly:', ':neutral_face:']",[EM]neutral face[EM]fly[EM],"[':neutral_face:', ':fly:']",2,False
1121,common housefly,[EM]busts in silhouette[EM]fly[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':fly:']",[EM]fly[EM]busts in silhouette[EM],"[':fly:', ':busts_in_silhouette:']",2,False
1122,common housefly,[EM]houses[EM]houses[EM]houses[EM]fly[EM]fly[EM]fly[EM]fly[EM]fly[EM],1.0,0,emoji_annotations_text,"[':houses:', ':houses:', ':houses:', ':fly:', ':fly:', ':fly:', ':fly:', ':fly:']",[EM]houses[EM]houses[EM]houses[EM]fly[EM]fly[EM]fly[EM]fly[EM]fly[EM],"[':houses:', ':houses:', ':houses:', ':fly:', ':fly:', ':fly:', ':fly:', ':fly:']",8,False
1123,common housefly,[EM]palms up together[EM]fly[EM],1.0,0,emoji_annotations_text,"[':palms_up_together:', ':fly:']",[EM]fly[EM]palms up together[EM],"[':fly:', ':palms_up_together:']",2,False
1124,common housefly,[EM]fly[EM],1.0,0,emoji_annotations_text,[':fly:'],[EM]fly[EM],[':fly:'],1,False
1125,common housefly,[EM]busts in silhouette[EM]busts in silhouette[EM]fly[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':busts_in_silhouette:', ':fly:']",[EM]busts in silhouette[EM]busts in silhouette[EM]fly[EM],"[':busts_in_silhouette:', ':busts_in_silhouette:', ':fly:']",3,False
1126,common housefly,[EM]house[EM]fly[EM],1.0,0,emoji_annotations_text,"[':house:', ':fly:']",[EM]fly[EM]house[EM],"[':fly:', ':house:']",2,False
1127,common housefly,[EM]face with thermometer[EM]dove[EM],0.5,1,baseline_text,"[':face_with_thermometer:', ':dove:']",[EM]dove[EM]face with thermometer[EM],"[':dove:', ':face_with_thermometer:']",2,False
1128,common housefly,[EM]face with thermometer[EM]chains[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':chains:']",[EM]chains[EM]face with thermometer[EM],"[':chains:', ':face_with_thermometer:']",2,False
1129,common housefly,[EM]face with thermometer[EM]person shrugging[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':person_shrugging:']",[EM]person shrugging[EM]face with thermometer[EM],"[':person_shrugging:', ':face_with_thermometer:']",2,False
1130,common housefly,[EM]face with thermometer[EM]tractor[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':tractor:']",[EM]tractor[EM]face with thermometer[EM],"[':tractor:', ':face_with_thermometer:']",2,False
1131,common housefly,[EM]face with thermometer[EM]face with head-bandage[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]face with thermometer[EM],"[':face_with_head-bandage:', ':face_with_thermometer:']",2,False
1132,common housefly,[EM]face with thermometer[EM]sailboat[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sailboat:']",[EM]sailboat[EM]face with thermometer[EM],"[':sailboat:', ':face_with_thermometer:']",2,False
1133,common housefly,[EM]face with thermometer[EM]man[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':man:']",[EM]man[EM]face with thermometer[EM],"[':man:', ':face_with_thermometer:']",2,False
1134,common housefly,[EM]face with thermometer[EM]sad but relieved face[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sad_but_relieved_face:']",[EM]sad but relieved face[EM]face with thermometer[EM],"[':sad_but_relieved_face:', ':face_with_thermometer:']",2,False
1135,common housefly,[EM]face with thermometer[EM]video game[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':video_game:']",[EM]video game[EM]face with thermometer[EM],"[':video_game:', ':face_with_thermometer:']",2,False
1136,common housefly,[EM]kiss person person medium skin tone dark skin tone[EM]man playing handball medium-light skin tone[EM],0.05,3,randneg_text,"[':kiss_person_person_medium_skin_tone_dark_skin_tone:', ':man_playing_handball_medium-light_skin_tone:']",[EM]man playing handball medium-light skin tone[EM]kiss person person medium skin tone dark skin tone[EM],"[':man_playing_handball_medium-light_skin_tone:', ':kiss_person_person_medium_skin_tone_dark_skin_tone:']",2,False
1137,common man,[EM]man light skin tone[EM],1.0,0,emoji_annotations_text,[':man_light_skin_tone:'],[EM]man light skin tone[EM],[':man_light_skin_tone:'],1,False
1138,common man,[EM]person standing[EM]person standing[EM]person shrugging[EM],1.0,0,emoji_annotations_text,"[':person_standing:', ':person_standing:', ':person_shrugging:']",[EM]person standing[EM]person standing[EM]person shrugging[EM],"[':person_standing:', ':person_standing:', ':person_shrugging:']",3,False
1139,common man,[EM]busts in silhouette[EM]man standing[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':man_standing:']",[EM]man standing[EM]busts in silhouette[EM],"[':man_standing:', ':busts_in_silhouette:']",2,False
1140,common man,[EM]play button[EM]boy[EM]boy[EM]boy[EM],1.0,0,emoji_annotations_text,"[':play_button:', ':boy:', ':boy:', ':boy:']",[EM]boy[EM]play button[EM]boy[EM]boy[EM],"[':boy:', ':play_button:', ':boy:', ':boy:']",4,False
1141,common man,[EM]palms up together[EM]man[EM],1.0,0,emoji_annotations_text,"[':palms_up_together:', ':man:']",[EM]man[EM]palms up together[EM],"[':man:', ':palms_up_together:']",2,False
1142,common man,[EM]man[EM],1.0,0,emoji_annotations_text,[':man:'],[EM]man[EM],[':man:'],1,False
1143,common man,[EM]man[EM]man[EM]man[EM]man[EM],1.0,0,emoji_annotations_text,"[':man:', ':man:', ':man:', ':man:']",[EM]man[EM]man[EM]man[EM]man[EM],"[':man:', ':man:', ':man:', ':man:']",4,True
1144,common man,[EM]man[EM]person curly hair[EM]man curly hair[EM],1.0,0,emoji_annotations_text,"[':man:', ':person_curly_hair:', ':man_curly_hair:']",[EM]person curly hair[EM]man[EM]man curly hair[EM],"[':person_curly_hair:', ':man:', ':man_curly_hair:']",3,False
1145,common man,[EM]face with thermometer[EM]man[EM],0.5,1,baseline_text,"[':face_with_thermometer:', ':man:']",[EM]man[EM]face with thermometer[EM],"[':man:', ':face_with_thermometer:']",2,False
1146,common man,[EM]face with thermometer[EM]chains[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':chains:']",[EM]chains[EM]face with thermometer[EM],"[':chains:', ':face_with_thermometer:']",2,False
1147,common man,[EM]face with thermometer[EM]person shrugging[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':person_shrugging:']",[EM]person shrugging[EM]face with thermometer[EM],"[':person_shrugging:', ':face_with_thermometer:']",2,False
1148,common man,[EM]face with thermometer[EM]tractor[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':tractor:']",[EM]tractor[EM]face with thermometer[EM],"[':tractor:', ':face_with_thermometer:']",2,False
1149,common man,[EM]face with thermometer[EM]face with head-bandage[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]face with thermometer[EM],"[':face_with_head-bandage:', ':face_with_thermometer:']",2,False
1150,common man,[EM]face with thermometer[EM]sailboat[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sailboat:']",[EM]sailboat[EM]face with thermometer[EM],"[':sailboat:', ':face_with_thermometer:']",2,False
1151,common man,[EM]face with thermometer[EM]dove[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':dove:']",[EM]dove[EM]face with thermometer[EM],"[':dove:', ':face_with_thermometer:']",2,False
1152,common man,[EM]face with thermometer[EM]sad but relieved face[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sad_but_relieved_face:']",[EM]sad but relieved face[EM]face with thermometer[EM],"[':sad_but_relieved_face:', ':face_with_thermometer:']",2,False
1153,common man,[EM]face with thermometer[EM]video game[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':video_game:']",[EM]video game[EM]face with thermometer[EM],"[':video_game:', ':face_with_thermometer:']",2,False
1154,common man,[EM]expressionless face[EM]Ascension Island[EM],0.05,3,randneg_text,"[':expressionless_face:', ':Ascension_Island:']",[EM]Ascension Island[EM]expressionless face[EM],"[':Ascension_Island:', ':expressionless_face:']",2,False
1155,common parlance,[EM]woman office worker[EM]speaking head[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':woman_office_worker:', ':speaking_head:', ':briefcase:']",[EM]speaking head[EM]woman office worker[EM]briefcase[EM],"[':speaking_head:', ':woman_office_worker:', ':briefcase:']",3,False
1156,common parlance,[EM]speaking head[EM]check mark button[EM]OK button[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':check_mark_button:', ':OK_button:']",[EM]check mark button[EM]speaking head[EM]OK button[EM],"[':check_mark_button:', ':speaking_head:', ':OK_button:']",3,False
1157,common parlance,[EM]busts in silhouette[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':speaking_head:']",[EM]speaking head[EM]busts in silhouette[EM],"[':speaking_head:', ':busts_in_silhouette:']",2,False
1158,common parlance,[EM]play button[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':play_button:', ':speaking_head:']",[EM]speaking head[EM]play button[EM],"[':speaking_head:', ':play_button:']",2,False
1159,common parlance,[EM]palms up together[EM]handshake[EM],1.0,0,emoji_annotations_text,"[':palms_up_together:', ':handshake:']",[EM]handshake[EM]palms up together[EM],"[':handshake:', ':palms_up_together:']",2,False
1160,common parlance,[EM]clapping hands[EM]boy[EM]person curly hair[EM],1.0,0,emoji_annotations_text,"[':clapping_hands:', ':boy:', ':person_curly_hair:']",[EM]boy[EM]clapping hands[EM]person curly hair[EM],"[':boy:', ':clapping_hands:', ':person_curly_hair:']",3,False
1161,common parlance,[EM]speaking head[EM]left-right arrow[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':left-right_arrow:', ':speaking_head:']",[EM]left-right arrow[EM]speaking head[EM]speaking head[EM],"[':left-right_arrow:', ':speaking_head:', ':speaking_head:']",3,False
1162,common parlance,[EM]notebook[EM]notebook with decorative cover[EM]speech balloon[EM]thought balloon[EM],1.0,0,emoji_annotations_text,"[':notebook:', ':notebook_with_decorative_cover:', ':speech_balloon:', ':thought_balloon:']",[EM]notebook with decorative cover[EM]notebook[EM]speech balloon[EM]thought balloon[EM],"[':notebook_with_decorative_cover:', ':notebook:', ':speech_balloon:', ':thought_balloon:']",4,False
1163,common parlance,[EM]face with thermometer[EM]sad but relieved face[EM],0.5,1,baseline_text,"[':face_with_thermometer:', ':sad_but_relieved_face:']",[EM]sad but relieved face[EM]face with thermometer[EM],"[':sad_but_relieved_face:', ':face_with_thermometer:']",2,False
1164,common parlance,[EM]face with thermometer[EM]chains[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':chains:']",[EM]chains[EM]face with thermometer[EM],"[':chains:', ':face_with_thermometer:']",2,False
1165,common parlance,[EM]face with thermometer[EM]person shrugging[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':person_shrugging:']",[EM]person shrugging[EM]face with thermometer[EM],"[':person_shrugging:', ':face_with_thermometer:']",2,False
1166,common parlance,[EM]face with thermometer[EM]tractor[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':tractor:']",[EM]tractor[EM]face with thermometer[EM],"[':tractor:', ':face_with_thermometer:']",2,False
1167,common parlance,[EM]face with thermometer[EM]face with head-bandage[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]face with thermometer[EM],"[':face_with_head-bandage:', ':face_with_thermometer:']",2,False
1168,common parlance,[EM]face with thermometer[EM]sailboat[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sailboat:']",[EM]sailboat[EM]face with thermometer[EM],"[':sailboat:', ':face_with_thermometer:']",2,False
1169,common parlance,[EM]face with thermometer[EM]dove[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':dove:']",[EM]dove[EM]face with thermometer[EM],"[':dove:', ':face_with_thermometer:']",2,False
1170,common parlance,[EM]face with thermometer[EM]man[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':man:']",[EM]man[EM]face with thermometer[EM],"[':man:', ':face_with_thermometer:']",2,False
1171,common parlance,[EM]face with thermometer[EM]video game[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':video_game:']",[EM]video game[EM]face with thermometer[EM],"[':video_game:', ':face_with_thermometer:']",2,False
1172,common parlance,[EM]people holding hands medium-light skin tone light skin tone[EM]superhero dark skin tone[EM],0.05,3,randneg_text,"[':people_holding_hands_medium-light_skin_tone_light_skin_tone:', ':superhero_dark_skin_tone:']",[EM]superhero dark skin tone[EM]people holding hands medium-light skin tone light skin tone[EM],"[':superhero_dark_skin_tone:', ':people_holding_hands_medium-light_skin_tone_light_skin_tone:']",2,False
1173,common brand,[EM]handbag[EM],1.0,0,emoji_annotations_text,[':handbag:'],[EM]handbag[EM],[':handbag:'],1,False
1174,common brand,[EM]glasses[EM]clutch bag[EM]dress[EM]necktie[EM]copyright[EM],1.0,0,emoji_annotations_text,"[':glasses:', ':clutch_bag:', ':dress:', ':necktie:', ':copyright:']",[EM]clutch bag[EM]glasses[EM]dress[EM]necktie[EM]copyright[EM],"[':clutch_bag:', ':glasses:', ':dress:', ':necktie:', ':copyright:']",5,False
1175,common brand,[EM]busts in silhouette[EM]woman tipping hand light skin tone[EM]handbag[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':woman_tipping_hand_light_skin_tone:', ':handbag:']",[EM]woman tipping hand light skin tone[EM]busts in silhouette[EM]handbag[EM],"[':woman_tipping_hand_light_skin_tone:', ':busts_in_silhouette:', ':handbag:']",3,False
1176,common brand,[EM]play button[EM]shopping cart[EM]purse[EM],1.0,0,emoji_annotations_text,"[':play_button:', ':shopping_cart:', ':purse:']",[EM]shopping cart[EM]play button[EM]purse[EM],"[':shopping_cart:', ':play_button:', ':purse:']",3,False
1177,common brand,[EM]palms up together[EM]mobile phone[EM],1.0,0,emoji_annotations_text,"[':palms_up_together:', ':mobile_phone:']",[EM]mobile phone[EM]palms up together[EM],"[':mobile_phone:', ':palms_up_together:']",2,False
1178,common brand,[EM]down-right arrow[EM]down-left arrow[EM],1.0,0,emoji_annotations_text,"[':down-right_arrow:', ':down-left_arrow:']",[EM]down-left arrow[EM]down-right arrow[EM],"[':down-left_arrow:', ':down-right_arrow:']",2,False
1179,common brand,[EM]busts in silhouette[EM]luggage[EM]purse[EM]briefcase[EM]backpack[EM]handbag[EM]busts in silhouette[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':luggage:', ':purse:', ':briefcase:', ':backpack:', ':handbag:', ':busts_in_silhouette:']",[EM]luggage[EM]busts in silhouette[EM]purse[EM]briefcase[EM]backpack[EM]handbag[EM]busts in silhouette[EM],"[':luggage:', ':busts_in_silhouette:', ':purse:', ':briefcase:', ':backpack:', ':handbag:', ':busts_in_silhouette:']",7,False
1180,common brand,[EM]shopping bags[EM]shopping bags[EM]counterclockwise arrows button[EM],1.0,0,emoji_annotations_text,"[':shopping_bags:', ':shopping_bags:', ':counterclockwise_arrows_button:']",[EM]shopping bags[EM]shopping bags[EM]counterclockwise arrows button[EM],"[':shopping_bags:', ':shopping_bags:', ':counterclockwise_arrows_button:']",3,False
1181,common brand,[EM]face with thermometer[EM]video game[EM],0.5,1,baseline_text,"[':face_with_thermometer:', ':video_game:']",[EM]video game[EM]face with thermometer[EM],"[':video_game:', ':face_with_thermometer:']",2,False
1182,common brand,[EM]face with thermometer[EM]chains[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':chains:']",[EM]chains[EM]face with thermometer[EM],"[':chains:', ':face_with_thermometer:']",2,False
1183,common brand,[EM]face with thermometer[EM]person shrugging[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':person_shrugging:']",[EM]person shrugging[EM]face with thermometer[EM],"[':person_shrugging:', ':face_with_thermometer:']",2,False
1184,common brand,[EM]face with thermometer[EM]tractor[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':tractor:']",[EM]tractor[EM]face with thermometer[EM],"[':tractor:', ':face_with_thermometer:']",2,False
1185,common brand,[EM]face with thermometer[EM]face with head-bandage[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]face with thermometer[EM],"[':face_with_head-bandage:', ':face_with_thermometer:']",2,False
1186,common brand,[EM]face with thermometer[EM]sailboat[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sailboat:']",[EM]sailboat[EM]face with thermometer[EM],"[':sailboat:', ':face_with_thermometer:']",2,False
1187,common brand,[EM]face with thermometer[EM]dove[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':dove:']",[EM]dove[EM]face with thermometer[EM],"[':dove:', ':face_with_thermometer:']",2,False
1188,common brand,[EM]face with thermometer[EM]man[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':man:']",[EM]man[EM]face with thermometer[EM],"[':man:', ':face_with_thermometer:']",2,False
1189,common brand,[EM]face with thermometer[EM]sad but relieved face[EM],0.1,2,semineg_text,"[':face_with_thermometer:', ':sad_but_relieved_face:']",[EM]sad but relieved face[EM]face with thermometer[EM],"[':sad_but_relieved_face:', ':face_with_thermometer:']",2,False
1190,common brand,[EM]Macao SAR China[EM]kiss woman man medium-dark skin tone[EM],0.05,3,randneg_text,"[':Macao_SAR_China:', ':kiss_woman_man_medium-dark_skin_tone:']",[EM]kiss woman man medium-dark skin tone[EM]Macao SAR China[EM],"[':kiss_woman_man_medium-dark_skin_tone:', ':Macao_SAR_China:']",2,False
