,sentence1,sentence2,score,label,label_name,emoji_list,shuffled_sentence2,shuffled_emoji_list,num_emojis,is_repeating_emojis
2335,clear air,[EM]dashing away[EM]dashing away[EM]sparkles[EM],1.0,0,emoji_annotations_text,"[':dashing_away:', ':dashing_away:', ':sparkles:']",[EM]dashing away[EM]dashing away[EM]sparkles[EM],"[':dashing_away:', ':dashing_away:', ':sparkles:']",3,False
225,hot temper,[EM]pouting face[EM]face with steam from nose[EM],1.0,0,emoji_annotations_text,"[':pouting_face:', ':face_with_steam_from_nose:']",[EM]face with steam from nose[EM]pouting face[EM],"[':face_with_steam_from_nose:', ':pouting_face:']",2,False
2855,cool relation,[EM]face without mouth[EM]cold face[EM]person pouting[EM],1.0,0,emoji_annotations_text,"[':face_without_mouth:', ':cold_face:', ':person_pouting:']",[EM]cold face[EM]face without mouth[EM]person pouting[EM],"[':cold_face:', ':face_without_mouth:', ':person_pouting:']",3,False
1258,full auditorium,[EM]cross mark[EM]flying saucer[EM]stadium[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':flying_saucer:', ':stadium:']",[EM]flying saucer[EM]cross mark[EM]stadium[EM],"[':flying_saucer:', ':cross_mark:', ':stadium:']",3,False
1958,thick soup,[EM]pot of food[EM]pot of food[EM]pot of food[EM],1.0,0,emoji_annotations_text,"[':pot_of_food:', ':pot_of_food:', ':pot_of_food:']",[EM]pot of food[EM]pot of food[EM]pot of food[EM],"[':pot_of_food:', ':pot_of_food:', ':pot_of_food:']",3,True
2078,wrong way,[EM]woman gesturing NO[EM]children crossing[EM],1.0,0,emoji_annotations_text,"[':woman_gesturing_NO:', ':children_crossing:']",[EM]children crossing[EM]woman gesturing NO[EM],"[':children_crossing:', ':woman_gesturing_NO:']",2,False
2287,warm personality,[EM]thermometer[EM]woman tipping hand[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':woman_tipping_hand:']",[EM]woman tipping hand[EM]thermometer[EM],"[':woman_tipping_hand:', ':thermometer:']",2,False
2478,deep trance,[EM]Aquarius[EM]face with crossed-out eyes[EM],1.0,0,emoji_annotations_text,"[':Aquarius:', ':face_with_crossed-out_eyes:']",[EM]face with crossed-out eyes[EM]Aquarius[EM],"[':face_with_crossed-out_eyes:', ':Aquarius:']",2,False
2654,high hope,[EM]TOP arrow[EM]star of David[EM],1.0,0,emoji_annotations_text,"[':TOP_arrow:', ':star_of_David:']",[EM]star of David[EM]TOP arrow[EM],"[':star_of_David:', ':TOP_arrow:']",2,False
1943,thin line,[EM]memo[EM],1.0,0,emoji_annotations_text,[':memo:'],[EM]memo[EM],[':memo:'],1,False
3092,ineffectual therapy,[EM]cross mark[EM]man getting massage[EM]man health worker[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':man_getting_massage:', ':man_health_worker:']",[EM]man getting massage[EM]cross mark[EM]man health worker[EM],"[':man_getting_massage:', ':cross_mark:', ':man_health_worker:']",3,False
1873,immediate influence,[EM]woman dancing[EM]man dancing[EM]person raising hand[EM]woman raising hand[EM]man raising hand[EM],1.0,0,emoji_annotations_text,"[':woman_dancing:', ':man_dancing:', ':person_raising_hand:', ':woman_raising_hand:', ':man_raising_hand:']",[EM]man dancing[EM]woman dancing[EM]person raising hand[EM]woman raising hand[EM]man raising hand[EM],"[':man_dancing:', ':woman_dancing:', ':person_raising_hand:', ':woman_raising_hand:', ':man_raising_hand:']",5,False
1614,low sun,[EM]droplet[EM]ice[EM]snowflake[EM],1.0,0,emoji_annotations_text,"[':droplet:', ':ice:', ':snowflake:']",[EM]ice[EM]droplet[EM]snowflake[EM],"[':ice:', ':droplet:', ':snowflake:']",3,False
1578,cozy room,[EM]couch and lamp[EM]hot beverage[EM]desktop computer[EM],1.0,0,emoji_annotations_text,"[':couch_and_lamp:', ':hot_beverage:', ':desktop_computer:']",[EM]hot beverage[EM]couch and lamp[EM]desktop computer[EM],"[':hot_beverage:', ':couch_and_lamp:', ':desktop_computer:']",3,False
1000,dirty overall,[EM]pile of poo[EM]kimono[EM],1.0,0,emoji_annotations_text,"[':pile_of_poo:', ':kimono:']",[EM]kimono[EM]pile of poo[EM],"[':kimono:', ':pile_of_poo:']",2,False
581,right thing,[EM]check mark[EM],1.0,0,emoji_annotations_text,[':check_mark:'],[EM]check mark[EM],[':check_mark:'],1,False
156,hot water,[EM]fire[EM]sweat droplets[EM],1.0,0,emoji_annotations_text,"[':fire:', ':sweat_droplets:']",[EM]sweat droplets[EM]fire[EM],"[':sweat_droplets:', ':fire:']",2,False
981,dirty money,[EM]microbe[EM]zipper-mouth face[EM]money-mouth face[EM]money with wings[EM]microbe[EM],1.0,0,emoji_annotations_text,"[':microbe:', ':zipper-mouth_face:', ':money-mouth_face:', ':money_with_wings:', ':microbe:']",[EM]zipper-mouth face[EM]microbe[EM]money-mouth face[EM]money with wings[EM]microbe[EM],"[':zipper-mouth_face:', ':microbe:', ':money-mouth_face:', ':money_with_wings:', ':microbe:']",5,False
879,average size,[EM]t-shirt[EM]thumbs up[EM]thumbs down[EM],1.0,0,emoji_annotations_text,"[':t-shirt:', ':thumbs_up:', ':thumbs_down:']",[EM]thumbs up[EM]t-shirt[EM]thumbs down[EM],"[':thumbs_up:', ':t-shirt:', ':thumbs_down:']",3,False
386,dark glass,[EM]sunglasses[EM]glass of milk[EM],1.0,0,emoji_annotations_text,"[':sunglasses:', ':glass_of_milk:']",[EM]glass of milk[EM]sunglasses[EM],"[':glass_of_milk:', ':sunglasses:']",2,False
2281,warm personality,[EM]fire[EM]squinting face with tongue[EM],1.0,0,emoji_annotations_text,"[':fire:', ':squinting_face_with_tongue:']",[EM]squinting face with tongue[EM]fire[EM],"[':squinting_face_with_tongue:', ':fire:']",2,False
3197,internal organ,[EM]syringe[EM]dna[EM],1.0,0,emoji_annotations_text,"[':syringe:', ':dna:']",[EM]dna[EM]syringe[EM],"[':dna:', ':syringe:']",2,False
2566,deep concentration,[EM]fast down button[EM]face with monocle[EM]nerd face[EM],1.0,0,emoji_annotations_text,"[':fast_down_button:', ':face_with_monocle:', ':nerd_face:']",[EM]face with monocle[EM]fast down button[EM]nerd face[EM],"[':face_with_monocle:', ':fast_down_button:', ':nerd_face:']",3,False
2530,deep voice,[EM]bear[EM]microphone[EM],1.0,0,emoji_annotations_text,"[':bear:', ':microphone:']",[EM]microphone[EM]bear[EM],"[':microphone:', ':bear:']",2,False
1321,little boy,[EM]pinching hand[EM]baby[EM]boy[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':baby:', ':boy:']",[EM]baby[EM]pinching hand[EM]boy[EM],"[':baby:', ':pinching_hand:', ':boy:']",3,False
124,big day,[EM]1st place medal[EM]sun[EM],1.0,0,emoji_annotations_text,"[':1st_place_medal:', ':sun:']",[EM]sun[EM]1st place medal[EM],"[':sun:', ':1st_place_medal:']",2,False
1913,thin soup,[EM]pinching hand[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':bowl_with_spoon:']",[EM]bowl with spoon[EM]pinching hand[EM],"[':bowl_with_spoon:', ':pinching_hand:']",2,False
2738,high ceiling,[EM]thermometer[EM]sun[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':sun:']",[EM]sun[EM]thermometer[EM],"[':sun:', ':thermometer:']",2,False
3435,exotic cuisine,[EM]globe showing Asia-Australia[EM]clinking glasses[EM],1.0,0,emoji_annotations_text,"[':globe_showing_Asia-Australia:', ':clinking_glasses:']",[EM]clinking glasses[EM]globe showing Asia-Australia[EM],"[':clinking_glasses:', ':globe_showing_Asia-Australia:']",2,False
604,short holiday,[EM]pinching hand[EM]luggage[EM]baggage claim[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':luggage:', ':baggage_claim:']",[EM]luggage[EM]pinching hand[EM]baggage claim[EM],"[':luggage:', ':pinching_hand:', ':baggage_claim:']",3,False
72,big man,[EM]flexed biceps[EM]man beard[EM],1.0,0,emoji_annotations_text,"[':flexed_biceps:', ':man_beard:']",[EM]man beard[EM]flexed biceps[EM],"[':man_beard:', ':flexed_biceps:']",2,False
1460,dull mood,[EM]thumbs down[EM]face with steam from nose[EM],1.0,0,emoji_annotations_text,"[':thumbs_down:', ':face_with_steam_from_nose:']",[EM]face with steam from nose[EM]thumbs down[EM],"[':face_with_steam_from_nose:', ':thumbs_down:']",2,False
3312,dry climate,[EM]non-potable water[EM]desert[EM]cactus[EM],1.0,0,emoji_annotations_text,"[':non-potable_water:', ':desert:', ':cactus:']",[EM]desert[EM]non-potable water[EM]cactus[EM],"[':desert:', ':non-potable_water:', ':cactus:']",3,False
2640,high forehead,[EM]man bald[EM]backhand index pointing up[EM],1.0,0,emoji_annotations_text,"[':man_bald:', ':backhand_index_pointing_up:']",[EM]backhand index pointing up[EM]man bald[EM],"[':backhand_index_pointing_up:', ':man_bald:']",2,False
2144,wrong time,[EM]cross mark[EM]alarm clock[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':alarm_clock:']",[EM]alarm clock[EM]cross mark[EM],"[':alarm_clock:', ':cross_mark:']",2,False
2906,cool breeze,[EM]snowflake[EM]dashing away[EM],1.0,0,emoji_annotations_text,"[':snowflake:', ':dashing_away:']",[EM]dashing away[EM]snowflake[EM],"[':dashing_away:', ':snowflake:']",2,False
1628,low supply,[EM]chart decreasing[EM]package[EM],1.0,0,emoji_annotations_text,"[':chart_decreasing:', ':package:']",[EM]package[EM]chart decreasing[EM],"[':package:', ':chart_decreasing:']",2,False
412,dark undercurrent,[EM]smiling face with horns[EM]chart increasing[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_horns:', ':chart_increasing:']",[EM]chart increasing[EM]smiling face with horns[EM],"[':chart_increasing:', ':smiling_face_with_horns:']",2,False
2014,thick fog,[EM]straight ruler[EM]fog[EM]fog[EM]fog[EM]foggy[EM]foggy[EM],1.0,0,emoji_annotations_text,"[':straight_ruler:', ':fog:', ':fog:', ':fog:', ':foggy:', ':foggy:']",[EM]fog[EM]straight ruler[EM]fog[EM]fog[EM]foggy[EM]foggy[EM],"[':fog:', ':straight_ruler:', ':fog:', ':fog:', ':foggy:', ':foggy:']",6,False
1002,dirty overall,[EM]pile of poo[EM]jeans[EM],1.0,0,emoji_annotations_text,"[':pile_of_poo:', ':jeans:']",[EM]jeans[EM]pile of poo[EM],"[':jeans:', ':pile_of_poo:']",2,False
1491,dull sky,[EM]fog[EM],1.0,0,emoji_annotations_text,[':fog:'],[EM]fog[EM],[':fog:'],1,False
1670,low ceiling,[EM]red triangle pointed down[EM]office building[EM],1.0,0,emoji_annotations_text,"[':red_triangle_pointed_down:', ':office_building:']",[EM]office building[EM]red triangle pointed down[EM],"[':office_building:', ':red_triangle_pointed_down:']",2,False
3572,fresh air,[EM]soap[EM]dashing away[EM],1.0,0,emoji_annotations_text,"[':soap:', ':dashing_away:']",[EM]dashing away[EM]soap[EM],"[':dashing_away:', ':soap:']",2,False
1598,low hill,[EM]red triangle pointed down[EM]mount fuji[EM],1.0,0,emoji_annotations_text,"[':red_triangle_pointed_down:', ':mount_fuji:']",[EM]mount fuji[EM]red triangle pointed down[EM],"[':mount_fuji:', ':red_triangle_pointed_down:']",2,False
913,dirty foot,[EM]soap[EM]foot[EM],1.0,0,emoji_annotations_text,"[':soap:', ':foot:']",[EM]foot[EM]soap[EM],"[':foot:', ':soap:']",2,False
2423,clear water,[EM]magnifying glass tilted right[EM]sweat droplets[EM],1.0,0,emoji_annotations_text,"[':magnifying_glass_tilted_right:', ':sweat_droplets:']",[EM]sweat droplets[EM]magnifying glass tilted right[EM],"[':sweat_droplets:', ':magnifying_glass_tilted_right:']",2,False
1821,critical shortage,[EM]cross mark[EM]red question mark[EM]warning[EM]warning[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':red_question_mark:', ':warning:', ':warning:']",[EM]red question mark[EM]cross mark[EM]warning[EM]warning[EM],"[':red_question_mark:', ':cross_mark:', ':warning:', ':warning:']",4,False
1360,little house,[EM]pinching hand[EM]house[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':house:']",[EM]house[EM]pinching hand[EM],"[':house:', ':pinching_hand:']",2,False
240,hot argument,[EM]pouting face[EM]face with symbols on mouth[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':pouting_face:', ':face_with_symbols_on_mouth:', ':speaking_head:']",[EM]face with symbols on mouth[EM]pouting face[EM]speaking head[EM],"[':face_with_symbols_on_mouth:', ':pouting_face:', ':speaking_head:']",3,False
927,dirty dish,[EM]thumbs down[EM]fish[EM],1.0,0,emoji_annotations_text,"[':thumbs_down:', ':fish:']",[EM]fish[EM]thumbs down[EM],"[':fish:', ':thumbs_down:']",2,False
3486,delicate negotiation,[EM]thinking face[EM]busts in silhouette[EM],1.0,0,emoji_annotations_text,"[':thinking_face:', ':busts_in_silhouette:']",[EM]busts in silhouette[EM]thinking face[EM],"[':busts_in_silhouette:', ':thinking_face:']",2,False
2127,wrong assumption,[EM]cross mark[EM]thinking face[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':thinking_face:']",[EM]thinking face[EM]cross mark[EM],"[':thinking_face:', ':cross_mark:']",2,False
1339,little man,[EM]pinching hand[EM]man standing[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':man_standing:']",[EM]man standing[EM]pinching hand[EM],"[':man_standing:', ':pinching_hand:']",2,False
3501,delicate flavor,[EM]face savoring food[EM]thumbs up[EM],1.0,0,emoji_annotations_text,"[':face_savoring_food:', ':thumbs_up:']",[EM]thumbs up[EM]face savoring food[EM],"[':thumbs_up:', ':face_savoring_food:']",2,False
188,hot topic,[EM]star-struck[EM]speech balloon[EM],1.0,0,emoji_annotations_text,"[':star-struck:', ':speech_balloon:']",[EM]speech balloon[EM]star-struck[EM],"[':speech_balloon:', ':star-struck:']",2,False
1862,immediate reply,[EM]stopwatch[EM]mobile phone with arrow[EM],1.0,0,emoji_annotations_text,"[':stopwatch:', ':mobile_phone_with_arrow:']",[EM]mobile phone with arrow[EM]stopwatch[EM],"[':mobile_phone_with_arrow:', ':stopwatch:']",2,False
3315,dry climate,[EM]cactus[EM]thermometer[EM],1.0,0,emoji_annotations_text,"[':cactus:', ':thermometer:']",[EM]thermometer[EM]cactus[EM],"[':thermometer:', ':cactus:']",2,False
3500,delicate flavor,[EM]squinting face with tongue[EM]face savoring food[EM],1.0,0,emoji_annotations_text,"[':squinting_face_with_tongue:', ':face_savoring_food:']",[EM]face savoring food[EM]squinting face with tongue[EM],"[':face_savoring_food:', ':squinting_face_with_tongue:']",2,False
1663,low ceiling,[EM]down-right arrow[EM]house[EM],1.0,0,emoji_annotations_text,"[':down-right_arrow:', ':house:']",[EM]house[EM]down-right arrow[EM],"[':house:', ':down-right_arrow:']",2,False
1102,common sailor,[EM]ship[EM]anchor[EM]men holding hands[EM],1.0,0,emoji_annotations_text,"[':ship:', ':anchor:', ':men_holding_hands:']",[EM]anchor[EM]ship[EM]men holding hands[EM],"[':anchor:', ':ship:', ':men_holding_hands:']",3,False
20,big expenditure,[EM]money with wings[EM]money with wings[EM],1.0,0,emoji_annotations_text,"[':money_with_wings:', ':money_with_wings:']",[EM]money with wings[EM]money with wings[EM],"[':money_with_wings:', ':money_with_wings:']",2,True
880,average size,[EM]face with raised eyebrow[EM]palms up together[EM],1.0,0,emoji_annotations_text,"[':face_with_raised_eyebrow:', ':palms_up_together:']",[EM]palms up together[EM]face with raised eyebrow[EM],"[':palms_up_together:', ':face_with_raised_eyebrow:']",2,False
621,short ration,[EM]fast down button[EM]cooked rice[EM]steaming bowl[EM],1.0,0,emoji_annotations_text,"[':fast_down_button:', ':cooked_rice:', ':steaming_bowl:']",[EM]cooked rice[EM]fast down button[EM]steaming bowl[EM],"[':cooked_rice:', ':fast_down_button:', ':steaming_bowl:']",3,False
2336,clear air,[EM]leaf fluttering in wind[EM]cross mark[EM]cigarette[EM]broom[EM],1.0,0,emoji_annotations_text,"[':leaf_fluttering_in_wind:', ':cross_mark:', ':cigarette:', ':broom:']",[EM]cross mark[EM]leaf fluttering in wind[EM]cigarette[EM]broom[EM],"[':cross_mark:', ':leaf_fluttering_in_wind:', ':cigarette:', ':broom:']",4,False
1524,dull day,[EM]sun behind large cloud[EM]cityscape[EM],1.0,0,emoji_annotations_text,"[':sun_behind_large_cloud:', ':cityscape:']",[EM]cityscape[EM]sun behind large cloud[EM],"[':cityscape:', ':sun_behind_large_cloud:']",2,False
3010,domestic worry,[EM]house[EM]woman frowning[EM],1.0,0,emoji_annotations_text,"[':house:', ':woman_frowning:']",[EM]woman frowning[EM]house[EM],"[':woman_frowning:', ':house:']",2,False
3432,exotic cuisine,[EM]bento box[EM]croissant[EM]pizza[EM],1.0,0,emoji_annotations_text,"[':bento_box:', ':croissant:', ':pizza:']",[EM]croissant[EM]bento box[EM]pizza[EM],"[':croissant:', ':bento_box:', ':pizza:']",3,False
1523,dull day,[EM]expressionless face[EM]yawning face[EM]tear-off calendar[EM],1.0,0,emoji_annotations_text,"[':expressionless_face:', ':yawning_face:', ':tear-off_calendar:']",[EM]yawning face[EM]expressionless face[EM]tear-off calendar[EM],"[':yawning_face:', ':expressionless_face:', ':tear-off_calendar:']",3,False
1874,immediate influence,[EM]fast-forward button[EM]woman judge[EM]man judge[EM],1.0,0,emoji_annotations_text,"[':fast-forward_button:', ':woman_judge:', ':man_judge:']",[EM]woman judge[EM]fast-forward button[EM]man judge[EM],"[':woman_judge:', ':fast-forward_button:', ':man_judge:']",3,False
336,bright room,[EM]sun[EM]school[EM],1.0,0,emoji_annotations_text,"[':sun:', ':school:']",[EM]school[EM]sun[EM],"[':school:', ':sun:']",2,False
1963,thick soup,[EM]straight ruler[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':straight_ruler:', ':bowl_with_spoon:']",[EM]bowl with spoon[EM]straight ruler[EM],"[':bowl_with_spoon:', ':straight_ruler:']",2,False
2919,inadequate income,[EM]warning[EM]money bag[EM],1.0,0,emoji_annotations_text,"[':warning:', ':money_bag:']",[EM]money bag[EM]warning[EM],"[':money_bag:', ':warning:']",2,False
565,right road,[EM]backhand index pointing right[EM]motorway[EM],1.0,0,emoji_annotations_text,"[':backhand_index_pointing_right:', ':motorway:']",[EM]motorway[EM]backhand index pointing right[EM],"[':motorway:', ':backhand_index_pointing_right:']",2,False
738,short month,[EM]hourglass done[EM]calendar[EM],1.0,0,emoji_annotations_text,"[':hourglass_done:', ':calendar:']",[EM]calendar[EM]hourglass done[EM],"[':calendar:', ':hourglass_done:']",2,False
3445,delicate china,[EM]red exclamation mark[EM]China[EM],1.0,0,emoji_annotations_text,"[':red_exclamation_mark:', ':China:']",[EM]China[EM]red exclamation mark[EM],"[':China:', ':red_exclamation_mark:']",2,False
2269,warm coat,[EM]coat[EM],1.0,0,emoji_annotations_text,[':coat:'],[EM]coat[EM],[':coat:'],1,False
1139,common man,[EM]busts in silhouette[EM]man standing[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':man_standing:']",[EM]man standing[EM]busts in silhouette[EM],"[':man_standing:', ':busts_in_silhouette:']",2,False
2218,warm room,[EM]fire[EM]house[EM],1.0,0,emoji_annotations_text,"[':fire:', ':house:']",[EM]house[EM]fire[EM],"[':house:', ':fire:']",2,False
1688,low bow,[EM]red triangle pointed down[EM]woman bowing light skin tone[EM],1.0,0,emoji_annotations_text,"[':red_triangle_pointed_down:', ':woman_bowing_light_skin_tone:']",[EM]woman bowing light skin tone[EM]red triangle pointed down[EM],"[':woman_bowing_light_skin_tone:', ':red_triangle_pointed_down:']",2,False
3214,internal sense,[EM]nerd face[EM]brain[EM],1.0,0,emoji_annotations_text,"[':nerd_face:', ':brain:']",[EM]brain[EM]nerd face[EM],"[':brain:', ':nerd_face:']",2,False
1681,low bow,[EM]down-right arrow[EM]woman bowing[EM],1.0,0,emoji_annotations_text,"[':down-right_arrow:', ':woman_bowing:']",[EM]woman bowing[EM]down-right arrow[EM],"[':woman_bowing:', ':down-right_arrow:']",2,False
2694,high mountain,[EM]TOP arrow[EM]mount fuji[EM],1.0,0,emoji_annotations_text,"[':TOP_arrow:', ':mount_fuji:']",[EM]mount fuji[EM]TOP arrow[EM],"[':mount_fuji:', ':TOP_arrow:']",2,False
3623,sound thrashing,[EM]thumbs up[EM]wastebasket[EM],1.0,0,emoji_annotations_text,"[':thumbs_up:', ':wastebasket:']",[EM]wastebasket[EM]thumbs up[EM],"[':wastebasket:', ':thumbs_up:']",2,False
1155,common parlance,[EM]woman office worker[EM]speaking head[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':woman_office_worker:', ':speaking_head:', ':briefcase:']",[EM]speaking head[EM]woman office worker[EM]briefcase[EM],"[':speaking_head:', ':woman_office_worker:', ':briefcase:']",3,False
40,big voice,[EM]face with symbols on mouth[EM]face with symbols on mouth[EM],1.0,0,emoji_annotations_text,"[':face_with_symbols_on_mouth:', ':face_with_symbols_on_mouth:']",[EM]face with symbols on mouth[EM]face with symbols on mouth[EM],"[':face_with_symbols_on_mouth:', ':face_with_symbols_on_mouth:']",2,True
792,far journey,[EM]railway track[EM]ship[EM]world map[EM],1.0,0,emoji_annotations_text,"[':railway_track:', ':ship:', ':world_map:']",[EM]ship[EM]railway track[EM]world map[EM],"[':ship:', ':railway_track:', ':world_map:']",3,False
3109,intelligent question,[EM]light bulb[EM]speaking head[EM]red question mark[EM],1.0,0,emoji_annotations_text,"[':light_bulb:', ':speaking_head:', ':red_question_mark:']",[EM]speaking head[EM]light bulb[EM]red question mark[EM],"[':speaking_head:', ':light_bulb:', ':red_question_mark:']",3,False
754,short story,[EM]watch[EM]open book[EM],1.0,0,emoji_annotations_text,"[':watch:', ':open_book:']",[EM]open book[EM]watch[EM],"[':open_book:', ':watch:']",2,False
950,dirty slum,[EM]woozy face[EM]man zombie[EM],1.0,0,emoji_annotations_text,"[':woozy_face:', ':man_zombie:']",[EM]man zombie[EM]woozy face[EM],"[':man_zombie:', ':woozy_face:']",2,False
1047,common knowledge,[EM]face with monocle[EM]brain[EM],1.0,0,emoji_annotations_text,"[':face_with_monocle:', ':brain:']",[EM]brain[EM]face with monocle[EM],"[':brain:', ':face_with_monocle:']",2,False
480,right hand,[EM]backhand index pointing right[EM]hand with fingers splayed[EM],1.0,0,emoji_annotations_text,"[':backhand_index_pointing_right:', ':hand_with_fingers_splayed:']",[EM]hand with fingers splayed[EM]backhand index pointing right[EM],"[':hand_with_fingers_splayed:', ':backhand_index_pointing_right:']",2,False
1997,thick cream,[EM]straight ruler[EM]soft ice cream[EM]soft ice cream[EM],1.0,0,emoji_annotations_text,"[':straight_ruler:', ':soft_ice_cream:', ':soft_ice_cream:']",[EM]soft ice cream[EM]straight ruler[EM]soft ice cream[EM],"[':soft_ice_cream:', ':straight_ruler:', ':soft_ice_cream:']",3,False
2954,inadequate staff,[EM]confounded face[EM]necktie[EM],1.0,0,emoji_annotations_text,"[':confounded_face:', ':necktie:']",[EM]necktie[EM]confounded face[EM],"[':necktie:', ':confounded_face:']",2,False
2214,warm room,[EM]hot face[EM]house with garden[EM],1.0,0,emoji_annotations_text,"[':hot_face:', ':house_with_garden:']",[EM]house with garden[EM]hot face[EM],"[':house_with_garden:', ':hot_face:']",2,False
3557,fresh lettuce,[EM]face savoring food[EM]leafy green[EM],1.0,0,emoji_annotations_text,"[':face_savoring_food:', ':leafy_green:']",[EM]leafy green[EM]face savoring food[EM],"[':leafy_green:', ':face_savoring_food:']",2,False
192,hot topic,[EM]fire[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':fire:', ':speaking_head:']",[EM]speaking head[EM]fire[EM],"[':speaking_head:', ':fire:']",2,False
2202,warm debate,[EM]thermometer[EM]speaking head[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':speaking_head:', ':speaking_head:']",[EM]speaking head[EM]thermometer[EM]speaking head[EM],"[':speaking_head:', ':thermometer:', ':speaking_head:']",3,False
2351,clear case,[EM]magnifying glass tilted right[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':magnifying_glass_tilted_right:', ':briefcase:']",[EM]briefcase[EM]magnifying glass tilted right[EM],"[':briefcase:', ':magnifying_glass_tilted_right:']",2,False
2406,clear glass,[EM]check mark[EM]glass of milk[EM],1.0,0,emoji_annotations_text,"[':check_mark:', ':glass_of_milk:']",[EM]glass of milk[EM]check mark[EM],"[':glass_of_milk:', ':check_mark:']",2,False
1530,dull day,[EM]fog[EM],1.0,0,emoji_annotations_text,[':fog:'],[EM]fog[EM],[':fog:'],1,False
3292,dry greeting,[EM]desert[EM]partying face[EM],1.0,0,emoji_annotations_text,"[':desert:', ':partying_face:']",[EM]partying face[EM]desert[EM],"[':partying_face:', ':desert:']",2,False
2181,warm greeting,[EM]waving hand[EM]smiling face with hearts[EM],1.0,0,emoji_annotations_text,"[':waving_hand:', ':smiling_face_with_hearts:']",[EM]smiling face with hearts[EM]waving hand[EM],"[':smiling_face_with_hearts:', ':waving_hand:']",2,False
330,bright room,[EM]bright button[EM]men’s room[EM]women’s room[EM],1.0,0,emoji_annotations_text,"[':bright_button:', ':men’s_room:', ':women’s_room:']",[EM]men’s room[EM]bright button[EM]women’s room[EM],"[':men’s_room:', ':bright_button:', ':women’s_room:']",3,False
2424,clear water,[EM]check mark[EM]droplet[EM],1.0,0,emoji_annotations_text,"[':check_mark:', ':droplet:']",[EM]droplet[EM]check mark[EM],"[':droplet:', ':check_mark:']",2,False
3242,dry paint,[EM]paintbrush[EM]person gesturing NO[EM]sweat droplets[EM],1.0,0,emoji_annotations_text,"[':paintbrush:', ':person_gesturing_NO:', ':sweat_droplets:']",[EM]person gesturing NO[EM]paintbrush[EM]sweat droplets[EM],"[':person_gesturing_NO:', ':paintbrush:', ':sweat_droplets:']",3,False
3645,sound advice,[EM]boy[EM]speaking head[EM]woman[EM]thinking face[EM]thumbs up[EM],1.0,0,emoji_annotations_text,"[':boy:', ':speaking_head:', ':woman:', ':thinking_face:', ':thumbs_up:']",[EM]speaking head[EM]boy[EM]woman[EM]thinking face[EM]thumbs up[EM],"[':speaking_head:', ':boy:', ':woman:', ':thinking_face:', ':thumbs_up:']",5,False
1739,low furniture,[EM]down arrow[EM]chair[EM],1.0,0,emoji_annotations_text,"[':down_arrow:', ':chair:']",[EM]chair[EM]down arrow[EM],"[':chair:', ':down_arrow:']",2,False
1288,full glass,[EM]glass of milk[EM]Japanese no vacancy button[EM],1.0,0,emoji_annotations_text,"[':glass_of_milk:', ':Japanese_no_vacancy_button:']",[EM]Japanese no vacancy button[EM]glass of milk[EM],"[':Japanese_no_vacancy_button:', ':glass_of_milk:']",2,False
1546,dull glow,[EM]cross mark[EM]light bulb[EM]candle[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':light_bulb:', ':candle:']",[EM]light bulb[EM]cross mark[EM]candle[EM],"[':light_bulb:', ':cross_mark:', ':candle:']",3,False
3077,ineffectual ruler,[EM]castle[EM]crown[EM]thumbs down[EM]thumbs down[EM]thumbs down[EM]men holding hands[EM]women holding hands[EM]pouting face[EM],1.0,0,emoji_annotations_text,"[':castle:', ':crown:', ':thumbs_down:', ':thumbs_down:', ':thumbs_down:', ':men_holding_hands:', ':women_holding_hands:', ':pouting_face:']",[EM]crown[EM]castle[EM]thumbs down[EM]thumbs down[EM]thumbs down[EM]men holding hands[EM]women holding hands[EM]pouting face[EM],"[':crown:', ':castle:', ':thumbs_down:', ':thumbs_down:', ':thumbs_down:', ':men_holding_hands:', ':women_holding_hands:', ':pouting_face:']",8,False
