,query,relevant_doc,relevant_score,set_name
295,cool reception,[EM]woman[EM]dashing away[EM]desktop computer[EM],0.956498920917511,baseline
296,cool reception,[EM]bellhop bell[EM]COOL button[EM],0.1442917287349701,baseline
297,cool relation,[EM]men holding hands[EM]ice[EM],0.9514129161834717,baseline
298,cool relation,[EM]people holding hands[EM]COOL button[EM],0.9685972332954407,baseline
299,cool relation,[EM]men holding hands[EM]smiling face with sunglasses[EM],0.9280970096588135,baseline
300,cool relation,[EM]left-facing fist[EM]right-facing fist[EM]handshake[EM],0.2774125337600708,baseline
301,cool relation,[EM]woman and man holding hands[EM]COOL button[EM],0.9695202112197876,baseline
302,cool relation,[EM]cold face[EM]face without mouth[EM]person pouting[EM],0.30976539850234985,baseline
303,cool relation,[EM]man standing[EM]ice[EM]woman standing[EM],0.9944965839385986,baseline
304,cool relation,[EM]men holding hands[EM]dashing away[EM],0.9312981963157654,baseline
305,cool relation,[EM]pancakes[EM]COOL button[EM],0.3345394730567932,baseline
306,cool room,[EM]house[EM]ice[EM],0.8350615501403809,baseline
307,cool room,[EM]couch and lamp[EM]COOL button[EM],0.9644193053245544,baseline
308,cool room,[EM]cold face[EM]thermometer[EM]house[EM],0.9331058263778687,baseline
309,cool room,[EM]gloves[EM]cold face[EM]scarf[EM]wind face[EM]coat[EM]house[EM],0.9881888628005981,baseline
310,cool room,[EM]house[EM]COOL button[EM],0.8746528625488281,baseline
311,cool room,[EM]dashing away[EM]snowflake[EM]house[EM],0.8526282906532288,baseline
312,cool room,[EM]post office[EM]ice[EM],0.9628750681877136,baseline
313,cool room,[EM]person in bed[EM]dashing away[EM],0.8806790113449097,baseline
314,cool room,[EM]women’s room[EM]COOL button[EM],0.6302798986434937,baseline
315,cozy nook,[EM]bed[EM]smiling face with smiling eyes[EM],0.9974208474159241,baseline
316,cozy nook,[EM]smiling face[EM]relieved face[EM]sun[EM]sunrise over mountains[EM],0.9938191175460815,baseline
317,cozy nook,[EM]smiling face with hearts[EM]couch and lamp[EM],0.9938779473304749,validate
318,cozy nook,[EM]couch and lamp[EM]smiling face with hearts[EM],0.99241042137146,train
319,cozy nook,[EM]hot beverage[EM]couch and lamp[EM]relieved face[EM],0.9343352317810059,baseline
320,cozy nook,[EM]fallen leaf[EM]maple leaf[EM]fire[EM],0.9927363395690918,baseline
321,cozy nook,[EM]couch and lamp[EM]sleeping face[EM],0.996931254863739,baseline
322,cozy nook,[EM]repeat single button[EM]house with garden[EM],0.5652318000793457,baseline
323,cozy room,[EM]house[EM]smiling face with smiling eyes[EM],0.6875858902931213,baseline
324,cozy room,[EM]house[EM]relieved face[EM]house with garden[EM]window[EM],0.994535505771637,baseline
325,cozy room,[EM]smiling face with hearts[EM]bed[EM],0.9849251508712769,baseline
326,cozy room,[EM]door[EM]smiling face with hearts[EM],0.9722882509231567,baseline
327,cozy room,[EM]hot beverage[EM]couch and lamp[EM]desktop computer[EM],0.9140276908874512,baseline
328,cozy room,[EM]person in bed[EM]grinning face with smiling eyes[EM],0.9756063222885132,baseline
329,cozy room,[EM]couch and lamp[EM]bed[EM]zzz[EM]candle[EM],0.9913416504859924,baseline
330,cozy room,[EM]couch and lamp[EM]sleeping face[EM],0.9698229432106018,baseline
331,cozy room,[EM]women’s room[EM]house with garden[EM],0.34297657012939453,baseline
332,critical element,[EM]warning[EM]old key[EM]warning[EM],0.7303494215011597,baseline
333,critical element,[EM]droplet[EM]fire[EM]snowflake[EM]high voltage[EM]dragon[EM],0.9957796931266785,baseline
334,critical element,[EM]person walking[EM]red exclamation mark[EM],0.21142646670341492,baseline
335,critical element,[EM]rescue worker’s helmet[EM]double exclamation mark[EM],0.9913198351860046,baseline
336,critical element,[EM]petri dish[EM]atom symbol[EM]double exclamation mark[EM],0.9910744428634644,baseline
337,critical element,[EM]SOS button[EM]Japanese bargain button[EM],0.9828757047653198,baseline
338,critical element,[EM]red exclamation mark[EM]woman scientist[EM],0.6398051381111145,baseline
339,critical element,[EM]radio button[EM]unamused face[EM],0.14939193427562714,baseline
340,critical illness,[EM]face with thermometer[EM]face with medical mask[EM]face with head-bandage[EM],0.9965201020240784,baseline
341,critical illness,[EM]sneezing face[EM]skull and crossbones[EM],0.6005908846855164,baseline
342,critical illness,[EM]health worker[EM]face with head-bandage[EM]pill[EM]face with medical mask[EM]microbe[EM]headstone[EM],0.9239054322242737,baseline
343,critical illness,[EM]man health worker[EM]face vomiting[EM],0.9807279109954834,baseline
344,critical illness,[EM]police car light[EM]face with thermometer[EM],0.4759865701198578,baseline
345,critical illness,[EM]double exclamation mark[EM]face with thermometer[EM],0.6591556668281555,baseline
346,critical illness,[EM]face with thermometer[EM]face vomiting[EM]thermometer[EM]thermometer[EM],0.3933054506778717,baseline
347,critical illness,[EM]thermometer[EM]unamused face[EM],0.531826913356781,baseline
348,critical mass,[EM]warning[EM]balance scale[EM]warning[EM],0.6842561960220337,baseline
349,critical mass,[EM]balance scale[EM]red exclamation mark[EM]elephant[EM],0.9951460957527161,baseline
350,critical mass,[EM]woman judge[EM]balance scale[EM]man judge[EM],0.9924496412277222,baseline
351,critical mass,[EM]balance scale[EM]double exclamation mark[EM],0.940864086151123,baseline
352,critical mass,[EM]woman lifting weights[EM]police car light[EM],0.6078949570655823,baseline
353,critical mass,[EM]atom symbol[EM]pinching hand[EM]red exclamation mark[EM],0.9876315593719482,baseline
354,critical mass,[EM]red exclamation mark[EM]balance scale[EM]red exclamation mark[EM]red exclamation mark[EM],0.9933218359947205,baseline
355,critical mass,[EM]sun behind large cloud[EM]unamused face[EM],0.09817579388618469,baseline
356,critical shortage,[EM]red question mark[EM]cross mark[EM]warning[EM]warning[EM],0.7877196669578552,baseline
357,critical shortage,[EM]bread[EM]cross mark[EM]skull and crossbones[EM],0.9952684640884399,baseline
358,critical shortage,[EM]bento box[EM]cross mark[EM]cross mark[EM]baby bottle[EM],0.881795346736908,baseline
359,critical shortage,[EM]shrimp[EM]double exclamation mark[EM]squid[EM]bread[EM]kiwi fruit[EM],0.2865767478942871,baseline
360,critical shortage,[EM]chart decreasing[EM]police car light[EM],0.9639636278152466,baseline
361,critical shortage,[EM]avocado[EM]red exclamation mark[EM]red apple[EM]cheese wedge[EM]cooked rice[EM]red exclamation mark[EM]sad but relieved face[EM],0.2767511010169983,baseline
362,critical shortage,[EM]bread[EM]pinching hand[EM],0.3576163649559021,baseline
363,critical shortage,[EM]cross mark[EM]hourglass done[EM]basket[EM],0.9937006831169128,baseline
364,critical stage,[EM]chart increasing[EM]old key[EM],0.9952055215835571,baseline
365,critical stage,[EM]thumbs up[EM]check mark[EM]cross mark[EM]skull and crossbones[EM],0.9957498908042908,baseline
366,critical stage,[EM]footprints[EM]double exclamation mark[EM],0.9118613004684448,baseline
367,critical stage,[EM]crossed fingers[EM]police car light[EM],0.686885416507721,baseline
368,critical stage,[EM]red exclamation mark[EM]chart increasing[EM],0.8762723207473755,baseline
369,critical stage,[EM]chart decreasing[EM]chart increasing[EM]red exclamation mark[EM]red exclamation mark[EM],0.9952136278152466,baseline
370,critical stage,[EM]person bouncing ball[EM]unamused face[EM],0.04158102720975876,baseline
371,critical temperature,[EM]warning[EM]thermometer[EM],0.9894012212753296,baseline
372,critical temperature,[EM]thermometer[EM]red exclamation mark[EM],0.9882926940917969,validate
373,critical temperature,[EM]hospital[EM]face with thermometer[EM],0.9942350387573242,baseline
374,critical temperature,[EM]face with head-bandage[EM]hot springs[EM],0.613957405090332,baseline
375,critical temperature,[EM]thermometer[EM]police car light[EM],0.9738621711730957,baseline
376,critical temperature,[EM]red exclamation mark[EM]thermometer[EM],0.9982617497444153,train
377,critical temperature,[EM]hushed face[EM]thermometer[EM],0.6579956412315369,baseline
378,critical temperature,[EM]red exclamation mark[EM]red exclamation mark[EM]thermometer[EM]thermometer[EM]thermometer[EM],0.9975951313972473,train
379,critical temperature,[EM]thermometer[EM]unamused face[EM],0.47621962428092957,baseline
380,dark corner,[EM]ballot box with ballot[EM]sunglasses[EM],0.9714272618293762,baseline
381,dark corner,[EM]brick[EM]black circle[EM],0.9811910390853882,baseline
382,dark corner,[EM]prohibited[EM]flashlight[EM]prohibited[EM],0.9780566692352295,baseline
383,dark corner,[EM]cross mark[EM]new moon[EM]light bulb[EM],0.9767813086509705,baseline
384,dark corner,[EM]school[EM]new moon[EM]shushing face[EM]Japanese secret button[EM],0.991500198841095,baseline
385,dark corner,[EM]ogre[EM]fearful face[EM],0.24766840040683746,baseline
386,dark corner,[EM]boomerang[EM]new moon[EM],0.9662927985191345,baseline
387,dark corner,[EM]house[EM]sunglasses[EM],0.8924426436424255,baseline
388,dark corner,[EM]repeat single button[EM]new moon[EM],0.4516163766384125,baseline
389,dark day,[EM]sunrise[EM]sunglasses[EM],0.9587268829345703,baseline
390,dark day,[EM]tear-off calendar[EM]black circle[EM],0.8125181198120117,baseline
391,dark day,[EM]fog[EM]tornado[EM]fog[EM],0.9969086050987244,baseline
392,dark day,[EM]fog[EM]cloud with lightning and rain[EM]new moon[EM],0.9952202439308167,baseline
393,dark day,[EM]tear-off calendar[EM]new moon[EM],0.5122214555740356,baseline
394,dark day,[EM]footprints[EM]smiling face with horns[EM],0.9340217709541321,baseline
395,dark day,[EM]night with stars[EM]new moon[EM],0.940841794013977,baseline
396,dark day,[EM]calendar[EM]new moon[EM],0.5568572878837585,baseline
397,dark glass,[EM]glass of milk[EM]sunglasses[EM],0.38203519582748413,baseline
398,dark glass,[EM]glass of milk[EM]black circle[EM],0.92066490650177,baseline
399,dark glass,[EM]wine glass[EM]new moon[EM],0.5238848924636841,baseline
400,dark purpose,[EM]angry face with horns[EM]sunglasses[EM],0.6508646607398987,baseline
401,dark purpose,[EM]smiling face with horns[EM]black circle[EM],0.75958251953125,baseline
402,dark purpose,[EM]face with crossed-out eyes[EM]new moon[EM]skull[EM],0.9837995171546936,baseline
403,dark purpose,[EM]red question mark[EM]smiling face with horns[EM]woman shrugging[EM],0.7793639302253723,baseline
404,dark purpose,[EM]ogre[EM]angry face with horns[EM]goblin[EM]smirking face[EM],0.6353572010993958,baseline
405,dark purpose,[EM]smiling face with horns[EM]angry face with horns[EM],0.7985190749168396,baseline
406,dark purpose,[EM]smiling face with horns[EM]new moon[EM]ogre[EM],0.8162145614624023,baseline
407,dark purpose,[EM]play or pause button[EM]new moon[EM],0.4514318108558655,baseline
408,dark shadow,[EM]person in suit levitating[EM]sunglasses[EM],0.8580906391143799,baseline
409,dark shadow,[EM]busts in silhouette[EM]black circle[EM],0.9182476997375488,baseline
410,dark shadow,[EM]sunglasses[EM]sunglasses[EM]bust in silhouette[EM],0.9961586594581604,train
411,dark shadow,[EM]light bulb[EM]cross mark[EM]person standing[EM],0.9868360161781311,baseline
412,dark shadow,[EM]bust in silhouette[EM]new moon[EM],0.965538740158081,baseline
413,dark shadow,[EM]men’s room[EM]new moon[EM],0.9152222275733948,baseline
414,dark shadow,[EM]person in suit levitating[EM]new moon[EM],0.3669773042201996,baseline
415,dark undercurrent,[EM]water wave[EM]sunglasses[EM],0.5617731213569641,baseline
416,dark undercurrent,[EM]water wave[EM]black circle[EM],0.9645386338233948,baseline
417,dark undercurrent,[EM]cloud with lightning and rain[EM]black circle[EM],0.6315510869026184,baseline
418,dark undercurrent,[EM]water wave[EM]new moon[EM]sweat droplets[EM],0.2599044740200043,baseline
419,dark undercurrent,[EM]no one under eighteen[EM]new moon[EM]water wave[EM],0.9734827280044556,baseline
420,dark undercurrent,[EM]face screaming in fear[EM]angry face with horns[EM]fearful face[EM],0.6598840355873108,baseline
421,dark undercurrent,[EM]angry face with horns[EM]spade suit[EM],0.8555622100830078,baseline
422,dark undercurrent,[EM]chart increasing[EM]smiling face with horns[EM],0.7123574018478394,baseline
423,dark undercurrent,[EM]information[EM]new moon[EM],0.48734450340270996,baseline
424,deep breath,[EM]face exhaling[EM]hole[EM],0.9787726402282715,baseline
425,deep breath,[EM]lungs[EM]face with open mouth[EM],0.9815896153450012,baseline
426,deep breath,[EM]face with open mouth[EM]yawning face[EM]face exhaling[EM],0.9977308511734009,baseline
427,deep breath,[EM]dashing away[EM]nose[EM],0.38524964451789856,baseline
428,deep breath,[EM]lungs[EM]wind face[EM],0.9923783540725708,baseline
429,deep breath,[EM]face screaming in fear[EM]thinking face[EM],0.583173394203186,baseline
430,deep concentration,[EM]shushing face[EM]hole[EM],0.9266772270202637,baseline
431,deep concentration,[EM]face with monocle[EM]thinking face[EM],0.6918625235557556,baseline
432,deep concentration,[EM]woman technologist[EM]face with monocle[EM]pencil[EM],0.5826552510261536,baseline
433,deep concentration,[EM]face with monocle[EM]fast down button[EM]nerd face[EM],0.6343739032745361,baseline
434,deep concentration,[EM]page facing up[EM]page with curl[EM]nerd face[EM]face with spiral eyes[EM],0.7443194389343262,baseline
435,deep concentration,[EM]frowning face with open mouth[EM]thinking face[EM],0.47282788157463074,baseline
436,deep cut,[EM]scissors[EM]hole[EM],0.8339398503303528,baseline
437,deep cut,[EM]scissors[EM]face with head-bandage[EM],0.4874093532562256,baseline
438,deep cut,[EM]face screaming in fear[EM]drop of blood[EM]face with crossed-out eyes[EM]kitchen knife[EM],0.9933415651321411,baseline
439,deep cut,[EM]kitchen knife[EM]index pointing up[EM]drop of blood[EM]drop of blood[EM],0.8951905369758606,baseline
440,deep cut,[EM]drop of blood[EM]scissors[EM],0.991884171962738,baseline
441,deep cut,[EM]face with head-bandage[EM]drop of blood[EM],0.44775018095970154,baseline
442,deep cut,[EM]scissors[EM]thinking face[EM],0.7877020239830017,baseline
443,deep emotion,[EM]face savoring food[EM]hole[EM],0.7833927273750305,baseline
444,deep emotion,[EM]water wave[EM]loudly crying face[EM],0.7083814144134521,baseline
445,deep emotion,[EM]exploding head[EM]face with monocle[EM],0.5024923086166382,baseline
446,deep emotion,[EM]crying face[EM]fast down button[EM]loudly crying face[EM],0.9915585517883301,baseline
447,deep emotion,[EM]exploding head[EM]face with symbols on mouth[EM]loudly crying face[EM]pensive face[EM],0.6215096712112427,baseline
448,deep emotion,[EM]pleading face[EM]confounded face[EM]face with steam from nose[EM],0.4380476176738739,baseline
449,deep emotion,[EM]neutral face[EM]thinking face[EM],0.4890638589859009,baseline
450,deep sigh,[EM]face exhaling[EM]hole[EM],0.8978116512298584,baseline
451,deep sigh,[EM]sad but relieved face[EM]face exhaling[EM]confused face[EM],0.9890773892402649,baseline
452,deep sigh,[EM]wind face[EM]face with steam from nose[EM],0.9946938753128052,baseline
453,deep sigh,[EM]double exclamation mark[EM]thinking face[EM],0.36776700615882874,baseline
454,deep sleep,[EM]person in bed[EM]hole[EM],0.9976653456687927,baseline
455,deep sleep,[EM]sleepy face[EM]sleeping face[EM]person in bed[EM],0.998549222946167,baseline
456,deep sleep,[EM]drooling face[EM]sleepy face[EM]sleeping face[EM]face with crossed-out eyes[EM],0.997506856918335,baseline
457,deep sleep,[EM]person in bed[EM]sleeping face[EM]zzz[EM]zzz[EM],0.9976762533187866,baseline
458,deep sleep,[EM]zzz[EM]sleepy face[EM],0.9990121126174927,baseline
459,deep sleep,[EM]sleeping face[EM]sleeping face[EM]zzz[EM]zzz[EM],0.9981535077095032,train
460,deep sleep,[EM]person in bed[EM]thinking face[EM],0.22248943150043488,baseline
461,deep trance,[EM]eyes[EM]hole[EM],0.8331272602081299,baseline
462,deep trance,[EM]face with crossed-out eyes[EM]Aquarius[EM],0.9742494225502014,baseline
463,deep trance,[EM]face without mouth[EM]face with spiral eyes[EM],0.7090887427330017,baseline
464,deep trance,[EM]down arrow[EM]face with spiral eyes[EM],0.29648154973983765,baseline
465,deep trance,[EM]selfie light skin tone[EM]thinking face[EM],0.41753995418548584,baseline
466,deep voice,[EM]speaking head[EM]hole[EM],0.9043031334877014,baseline
467,deep voice,[EM]speaking head[EM]thinking face[EM],0.967968761920929,baseline
468,deep voice,[EM]microphone[EM]bear[EM],0.23757043480873108,baseline
469,deep voice,[EM]man white hair[EM]speaking head[EM],0.9222638607025146,baseline
470,deep voice,[EM]speaker high volume[EM]speaking head[EM]downwards button[EM],0.36864396929740906,baseline
471,deep voice,[EM]deaf man[EM]speaking head[EM],0.9093364477157593,baseline
472,deep voice,[EM]down arrow[EM]speaking head[EM],0.13653741776943207,baseline
473,deep voice,[EM]microphone[EM]thinking face[EM],0.6268647313117981,baseline
474,delicate china,[EM]China[EM]red exclamation mark[EM],0.7467628121376038,baseline
475,delicate china,[EM]package[EM]warning[EM]fork and knife with plate[EM],0.24759019911289215,baseline
476,delicate china,[EM]flexed biceps light skin tone[EM]cross mark[EM]China[EM]hot beverage[EM],0.9793200492858887,baseline
477,delicate china,[EM]China[EM]flexed biceps[EM],0.9912086725234985,baseline
478,delicate china,[EM]beaming face with smiling eyes[EM]China[EM]thumbs up[EM],0.9965611696243286,baseline
479,delicate china,[EM]fork and knife with plate[EM]teapot[EM]China[EM],0.9975720643997192,baseline
480,delicate china,[EM]raising hands[EM]fork and knife with plate[EM],0.2615628242492676,baseline
481,delicate china,[EM]China[EM]thinking face[EM],0.8787406086921692,baseline
482,delicate china,[EM]China[EM]fireworks[EM],0.229969322681427,baseline
483,delicate flavor,[EM]steaming bowl[EM]revolving hearts[EM],0.9650334715843201,baseline
484,delicate flavor,[EM]package[EM]warning[EM]face savoring food[EM],0.33171141147613525,baseline
485,delicate flavor,[EM]hot pepper[EM]cross mark[EM]tongue[EM],0.26110535860061646,baseline
486,delicate flavor,[EM]squinting face with tongue[EM]smiling face with horns[EM],0.9947084188461304,baseline
487,delicate flavor,[EM]face savoring food[EM]squinting face with tongue[EM],0.9674870371818542,baseline
488,delicate flavor,[EM]thumbs up[EM]face savoring food[EM],0.5751558542251587,baseline
489,delicate flavor,[EM]thinking face[EM]tongue[EM],0.893501341342926,baseline
490,delicate flavor,[EM]thinking face[EM]face savoring food[EM],0.4076831340789795,baseline
491,delicate flavor,[EM]shaved ice[EM]fireworks[EM],0.6454330682754517,baseline
492,delicate negotiation,[EM]speech balloon[EM]white exclamation mark[EM],0.2981497645378113,baseline
493,delicate negotiation,[EM]package[EM]warning[EM]speaking head[EM]speech balloon[EM],0.9929696321487427,baseline
494,delicate negotiation,[EM]dove[EM]person in lotus position[EM]peace symbol[EM]speaking head[EM],0.9979570508003235,baseline
495,delicate negotiation,[EM]speaking head[EM]double exclamation mark[EM],0.2493024468421936,baseline
496,delicate negotiation,[EM]grinning face with big eyes[EM]speaking head[EM],0.28848886489868164,baseline
497,delicate negotiation,[EM]dove[EM]handshake[EM]peace symbol[EM],0.26068276166915894,baseline
498,delicate negotiation,[EM]deaf man[EM]person raising hand[EM]man pouting[EM]man raising hand[EM]deaf person[EM]person pouting[EM],0.9980598092079163,baseline
499,delicate negotiation,[EM]busts in silhouette[EM]thinking face[EM],0.29762178659439087,baseline
500,delicate negotiation,[EM]handshake[EM]fireworks[EM],0.47613078355789185,baseline
501,delicate wing,[EM]honeybee[EM]stop sign[EM],0.11078771203756332,baseline
502,delicate wing,[EM]package[EM]warning[EM]hatching chick[EM],0.1146039366722107,baseline
503,delicate wing,[EM]flexed biceps light skin tone[EM]cross mark[EM]butterfly[EM],0.9662060737609863,baseline
504,delicate wing,[EM]money with wings[EM]hatching chick[EM],0.06951502710580826,baseline
505,delicate wing,[EM]sewing needle[EM]wind face[EM]person rowing boat[EM],0.9948936104774475,baseline
506,delicate wing,[EM]dove[EM]eagle[EM],0.9882594347000122,baseline
507,delicate wing,[EM]dove[EM]thinking face[EM],0.32912999391555786,baseline
508,delicate wing,[EM]oncoming bus[EM]fireworks[EM],0.2288636416196823,baseline
509,dirty dish,[EM]fish[EM]thumbs down[EM],0.5122482776641846,baseline
510,dirty dish,[EM]fly[EM]fork and knife with plate[EM],0.707312285900116,baseline
511,dirty dish,[EM]anxious face with sweat[EM]fork and knife with plate[EM]thumbs down[EM],0.9975999593734741,baseline
512,dirty dish,[EM]fork and knife with plate[EM]soap[EM],0.9851495623588562,baseline
513,dirty dish,[EM]fork and knife with plate[EM]face vomiting[EM],0.9960534572601318,baseline
514,dirty dish,[EM]fork and knife with plate[EM]pile of poo[EM],0.9951465725898743,baseline
515,dirty dish,[EM]fork and knife with plate[EM]soap[EM]petri dish[EM],0.9976721405982971,baseline
516,dirty dish,[EM]satellite antenna[EM]factory[EM],0.06852231174707413,baseline
517,dirty fighter,[EM]boxing glove[EM]thumbs down[EM],0.9944953322410583,baseline
518,dirty fighter,[EM]pouting face[EM]face with symbols on mouth[EM],0.3184075951576233,baseline
519,dirty fighter,[EM]balance scale[EM]cross mark[EM]flexed biceps[EM]man bald[EM]anger symbol[EM],0.11159113049507141,baseline
520,dirty fighter,[EM]men wrestling[EM]face with symbols on mouth[EM],0.44798436760902405,baseline
521,dirty fighter,[EM]martial arts uniform[EM]face vomiting[EM],0.9723507761955261,baseline
522,dirty fighter,[EM]oncoming fist[EM]pile of poo[EM]boxing glove[EM],0.9990919828414917,baseline
523,dirty fighter,[EM]unamused face[EM]expressionless face[EM]boxing glove[EM],0.9953232407569885,baseline
524,dirty fighter,[EM]oncoming fist[EM]angry face with horns[EM]boxing glove[EM]people wrestling[EM],0.9985606074333191,baseline
525,dirty fighter,[EM]military medal[EM]factory[EM],0.08768615871667862,baseline
526,dirty foot,[EM]foot[EM]thumbs down[EM],0.9962041974067688,baseline
527,dirty foot,[EM]foot[EM]nauseated face[EM],0.9986029267311096,baseline
528,dirty foot,[EM]foot[EM]hot face[EM]pile of poo[EM],0.9987423419952393,baseline
529,dirty foot,[EM]foot[EM]soap[EM],0.998567521572113,baseline
530,dirty foot,[EM]foot[EM]face vomiting[EM],0.9986426830291748,baseline
531,dirty foot,[EM]footprints[EM]pile of poo[EM],0.9958658814430237,baseline
532,dirty foot,[EM]foot[EM]confounded face[EM],0.9988617897033691,baseline
533,dirty foot,[EM]foot[EM]nose[EM]nauseated face[EM],0.999226450920105,baseline
534,dirty foot,[EM]footprints[EM]factory[EM],0.06832698732614517,baseline
535,dirty job,[EM]memo[EM]thumbs down[EM],0.8354529142379761,baseline
536,dirty job,[EM]broom[EM]pile of poo[EM],0.9823717474937439,baseline
537,dirty job,[EM]toilet[EM]plunger[EM]broom[EM],0.8528791666030884,baseline
538,dirty job,[EM]bomb[EM]microbe[EM]man supervillain[EM]microbe[EM]supervillain[EM]bomb[EM]microbe[EM],0.9960678219795227,baseline
539,dirty job,[EM]nauseated face[EM]face vomiting[EM]man construction worker[EM],0.9969803690910339,baseline
540,dirty job,[EM]briefcase[EM]pile of poo[EM],0.8564635515213013,baseline
541,dirty job,[EM]luggage[EM]nauseated face[EM],0.9358189105987549,baseline
542,dirty job,[EM]construction worker[EM]toilet[EM]hammer and wrench[EM],0.9942145347595215,baseline
543,dirty job,[EM]briefcase[EM]factory[EM],0.21341288089752197,baseline
544,dirty money,[EM]money bag[EM]thumbs down[EM],0.4658283293247223,baseline
545,dirty money,[EM]money with wings[EM]money-mouth face[EM]supervillain[EM],0.9976269006729126,baseline
546,dirty money,[EM]dollar banknote[EM]smiling face with horns[EM]dollar banknote[EM]prohibited[EM]backhand index pointing right[EM]police officer[EM],0.9622268676757812,baseline
547,dirty money,[EM]zipper-mouth face[EM]microbe[EM]money-mouth face[EM]money with wings[EM]microbe[EM],0.41687139868736267,baseline
548,dirty money,[EM]dollar banknote[EM]face vomiting[EM],0.9958249926567078,baseline
549,dirty money,[EM]dollar banknote[EM]pile of poo[EM]money bag[EM],0.9958586692810059,baseline
550,dirty money,[EM]money bag[EM]unamused face[EM],0.9255422353744507,baseline
551,dirty money,[EM]stop sign[EM]police car[EM]dollar banknote[EM]dollar banknote[EM]dollar banknote[EM],0.9977211356163025,baseline
552,dirty money,[EM]money-mouth face[EM]factory[EM],0.38910332322120667,baseline
553,dirty overall,[EM]coat[EM]thumbs down[EM],0.5090650320053101,baseline
554,dirty overall,[EM]face vomiting[EM]nauseated face[EM]unamused face[EM],0.9950750470161438,baseline
555,dirty overall,[EM]confounded face[EM]face with spiral eyes[EM]backhand index pointing right[EM]bathtub[EM],0.9972735643386841,baseline
556,dirty overall,[EM]t-shirt[EM]soap[EM],0.17572759091854095,baseline
557,dirty overall,[EM]dress[EM]face vomiting[EM]woman’s clothes[EM],0.9975413680076599,baseline
558,dirty overall,[EM]kimono[EM]pile of poo[EM],0.8184552788734436,baseline
559,dirty overall,[EM]nauseated face[EM]man standing[EM],0.5815224647521973,baseline
560,dirty overall,[EM]jeans[EM]pile of poo[EM],0.8594232797622681,baseline
561,dirty overall,[EM]hospital[EM]factory[EM],0.052658043801784515,baseline
562,dirty slum,[EM]derelict house[EM]thumbs down[EM],0.8873681426048279,baseline
563,dirty slum,[EM]house[EM]fly[EM],0.278054416179657,baseline
564,dirty slum,[EM]hut[EM]microbe[EM]microbe[EM],0.9973722100257874,baseline
565,dirty slum,[EM]microbe[EM]soap[EM]derelict house[EM],0.9973086714744568,baseline
566,dirty slum,[EM]hut[EM]face vomiting[EM],0.9929808974266052,baseline
567,dirty slum,[EM]money with wings[EM]pile of poo[EM]house[EM],0.9967342019081116,baseline
568,dirty slum,[EM]man zombie[EM]woozy face[EM],0.13212747871875763,baseline
569,dirty slum,[EM]no one under eighteen[EM]persevering face[EM]money with wings[EM],0.9971548914909363,baseline
570,dirty slum,[EM]duck[EM]factory[EM],0.10060290992259979,baseline
571,dirty work,[EM]memo[EM]thumbs down[EM],0.8593034148216248,baseline
572,dirty work,[EM]page with curl[EM]oncoming police car[EM],0.9709800481796265,baseline
573,dirty work,[EM]toilet[EM]plunger[EM]broom[EM]money bag[EM]old woman[EM]old man[EM],0.992182731628418,baseline
574,dirty work,[EM]briefcase[EM]microbe[EM],0.9281700253486633,baseline
575,dirty work,[EM]hammer and wrench[EM]face vomiting[EM],0.8901296854019165,baseline
576,dirty work,[EM]rescue worker’s helmet[EM]pile of poo[EM]briefcase[EM],0.9952518343925476,baseline
577,dirty work,[EM]luggage[EM]unamused face[EM],0.9578306078910828,baseline
578,dirty work,[EM]construction worker[EM]toilet[EM]hammer and wrench[EM],0.9860637187957764,baseline
579,dirty work,[EM]flexed biceps[EM]factory[EM],0.20134492218494415,baseline
580,domestic animal,[EM]cow[EM]house[EM]goat[EM]guide dog[EM]chicken[EM]house[EM],0.997818648815155,baseline
581,domestic animal,[EM]dog[EM]house[EM],0.996985912322998,baseline
582,domestic animal,[EM]dog face[EM]house[EM]cat face[EM]rabbit face[EM]hamster[EM]mouse face[EM],0.9981984496116638,baseline
583,domestic animal,[EM]dog face[EM]grinning cat[EM],0.9986322522163391,baseline
584,domestic animal,[EM]dog face[EM]house[EM]cat face[EM],0.998865008354187,baseline
585,domestic animal,[EM]cat face[EM]dog face[EM]rabbit face[EM],0.998538076877594,baseline
586,domestic animal,[EM]dog face[EM]house[EM]cat face[EM]smiling face with heart-eyes[EM],0.9985355734825134,baseline
587,domestic animal,[EM]guide dog[EM]house[EM],0.9965501427650452,baseline
588,domestic animal,[EM]pig[EM]water buffalo[EM],0.09499429166316986,baseline
589,domestic chore,[EM]cooking[EM]broom[EM]plunger[EM]shopping cart[EM]house[EM],0.9873146414756775,baseline
590,domestic chore,[EM]keyboard[EM]house[EM],0.9633951187133789,baseline
591,domestic chore,[EM]broom[EM]house[EM],0.9903815388679504,baseline
592,domestic chore,[EM]soap[EM]broom[EM]lotion bottle[EM]face with medical mask[EM],0.9971033334732056,baseline
593,domestic chore,[EM]broom[EM]face with steam from nose[EM]sponge[EM]wastebasket[EM],0.8354276418685913,baseline
594,domestic chore,[EM]loudly crying face[EM]house[EM]broom[EM]wastebasket[EM]sponge[EM]fork and knife with plate[EM]fork and knife with plate[EM],0.9971879720687866,baseline
595,domestic chore,[EM]woman singer light skin tone[EM]water buffalo[EM],0.08045922964811325,baseline
